0,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
0,2,1
56,2,0
64,2,1
120,2,1
109,2,0
11,2,1
109,2,0
13,1,1
55,1,0
52,2,0
120,2,0
251,2,1
0,2,1
56,2,0
64,2,1
120,2,1
109,2,0
11,2,1
109,2,0
11,2,1
2,1,1
55,1,0
52,2,0
11,2,1
109,2,0
11,2,1
109,2,0
11,2,1
109,2,0
11,2,1
56,2,0
53,2,0
120,2,0
251,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
56,2,0
424,1,1
2,1,1
53,1,0
2,1,0
423,2,1
0,2,1
56,2,0
64,2,1
120,2,1
109,2,0
11,2,1
109,2,0
13,1,1
55,1,0
52,2,0
120,2,0
251,2,1
0,2,1
56,2,0
64,2,1
120,2,1
109,2,0
11,2,1
109,2,0
13,1,1
55,1,0
52,2,0
120,2,0
251,2,1
2,2,1
54,2,0
66,2,1
120,2,1
109,2,0
11,2,1
109,2,0
11,1,1
0,2,1
55,1,0
54,2,0
11,2,1
109,2,0
11,2,1
109,2,0
11,2,1
109,2,0
9,2,1
2,2,1
54,2,0
55,2,0
11,2,1
109,2,0
11,2,1
109,2,0
11,2,1
109,2,0
11,1,1
0,2,1
55,1,0
54,2,0
11,2,1
109,2,0
11,2,1
109,2,0
11,2,1
109,2,0
120,2,0
120,2,0
