5760,1,1
1,1,1
1,1,1
478,1,0
0,1,0
2,1,0
478,1,1
1,1,1
1,1,1
478,1,0
0,1,0
2,1,0
13918,1,1
1,1,1
1,1,1
358,1,0
53,1,0
0,1,0
547,1,1
1,1,1
1,1,1
411,1,0
0,1,0
2,1,0
4385,1,1
1,1,1
1,1,1
478,1,0
0,1,0
2,1,0
478,1,1
1,1,1
1,1,1
476,1,0
0,1,0
2,1,0
480,1,1
1,1,1
1,1,1
418,1,0
0,1,0
2,1,0
538,1,1
1,1,1
1,1,1
238,1,0
0,1,0
2,1,0
238,1,1
0,1,1
0,1,1
1,1,1
1,1,1
76,1,0
0,1,0
0,1,0
2,1,0
40,1,0
4200,1,1
1,1,1
1,1,1
473,1,0
5,1,0
0,1,0
480,1,1
1,1,1
1,1,1
473,1,0
5,1,0
0,1,0
480,1,1
1,1,1
1,1,1
478,1,0
0,1,0
2,1,0
478,1,1
1,1,1
1,1,1
478,1,0
0,1,0
2,1,0
4318,1,1
1,1,1
1,1,1
559,1,0
0,1,0
2,1,0
397,1,1
1,1,1
1,1,1
559,1,0
0,1,0
2,1,0
397,1,1
1,1,1
1,1,1
536,1,0
0,1,0
2,1,0
420,1,1
1,1,1
1,1,1
536,1,0
0,1,0
2,1,0
420,1,1
1,1,1
1,1,1
958,1,1
1,1,1
1,1,1
118,1,0
0,1,0
2,1,0
838,1,1
1,1,1
1,1,1
118,1,0
0,1,0
2,1,0
838,1,1
0,1,1
1,1,1
1,1,1
118,1,0
0,1,0
2,1,0
838,1,1
1,1,1
1,1,1
118,1,0
0,1,0
2,1,0
18,1,0
820,1,1
1,1,1
1,1,1
118,1,0
5,1,0
0,1,0
835,1,1
1,1,1
1,1,1
118,1,0
5,1,0
0,1,0
835,1,1
1,1,1
1,1,1
66,1,0
52,1,0
0,1,0
960,1,0
0,1,0
2,1,0
3718,1,1
1,1,1
1,1,1
478,1,0
0,1,0
2,1,0
478,1,1
1,1,1
1,1,1
476,1,0
0,1,0
2,1,0
480,1,1
1,1,1
1,1,1
418,1,0
0,1,0
2,1,0
538,1,1
1,1,1
1,1,1
238,1,0
0,1,0
2,1,0
238,1,1
0,1,1
0,1,1
1,1,1
1,1,1
76,1,0
0,1,0
0,1,0
2,1,0
40,1,0
360,1,0
