0,0,1
109,0,0
322,1,1
0,0,1
88,1,0
22,0,0
179,0,1
109,0,0
331,0,1
0,1,1
89,1,0
20,0,0
171,0,1
109,0,0
11,0,1
109,0,0
11,0,1
109,0,0
82,0,1
0,1,1
88,1,0
21,0,0
180,0,1
109,0,0
331,0,1
0,1,1
89,1,0
20,0,0
171,0,1
109,0,0
322,0,1
0,1,1
88,1,0
21,0,0
180,0,1
109,0,0
331,0,1
0,1,1
89,1,0
20,0,0
171,0,1
60,0,0
12,0,1
48,0,1
12,0,0
48,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
11,1,1
49,0,0
39,1,0
201,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
21,1,1
39,0,0
0,0,1
49,1,0
11,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
431,1,1
0,0,1
88,1,0
22,0,0
179,0,1
109,0,0
331,0,1
0,1,1
89,1,0
20,0,0
171,0,1
109,0,0
11,0,1
109,0,0
11,0,1
109,0,0
82,0,1
0,1,1
88,1,0
21,0,0
180,0,1
109,0,0
332,1,1
88,1,0
191,0,1
60,0,0
12,0,1
48,0,1
12,0,0
48,0,0
0,0,1
60,0,0
0,0,1
60,0,0
131,1,1
88,1,0
201,0,1
60,0,0
13,0,1
47,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
81,1,1
88,1,0
191,0,1
39,0,0
50,0,1
38,0,0
48,0,1
20,0,0
45,0,1
20,0,0
40,0,1
20,0,0
28,0,1
20,0,0
52,0,1
0,1,1
20,0,0
40,0,1
20,0,0
8,1,0
32,0,1
20,0,0
40,0,1
20,0,0
40,0,1
20,0,0
40,0,1
60,0,0
16,0,1
44,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
10,1,1
50,0,0
0,0,1
38,1,0
22,0,0
0,0,1
60,0,0
0,0,1
60,0,0
0,0,1
60,0,0
