0,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
604,2,0
116,2,1
664,2,0
56,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
544,2,0
176,2,1
544,2,0
176,2,1
604,2,0
116,2,1
484,2,0
236,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
604,2,0
116,2,1
664,2,0
56,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,1
360,2,0
360,2,0
